Step Number,Energy per particle,Pressure
0, 32166701088.17756, 115800169629.90898
100, 32074838051.534092, 115469460343.7756
200, 32073745177.195564, 115465525783.3339
300, 32058762274.25628, 115411586632.95796
400, 9804742092.786343, 35297092612.96786
500, 9527818891.463943, 34300166805.81458
600, 9527668184.125898, 34299624166.104206
700, 9391243210.502708, 33808492484.46102
800, 5507701.756752168, 19829049.22779303
900, 5070016.907408457, 18253239.273667023
