Step Number,Energy per particle,Pressure
0, -5.19111582382232, 7.845705229513653
10000, -4.616627596500975, 10.017045455964043
20000, -5.336125189670318, 6.832785116612165
30000, -5.79581557805453, 4.825573584679463
40000, -5.850835104438124, 4.6514308111248495
50000, -5.886924185624337, 4.518142709198069
60000, -5.940255982725952, 4.238983852081466
70000, -5.994212705046531, 4.0057752409724845
80000, -5.9967594782282445, 4.0346776588370545
90000, -6.0420108405828525, 3.775773201306596
